registry_name,registry_version,feature_view_name,feature_view_version,entity_keys,source_path,source_table,source_exists,column_name,data_type,feature_role,transformation,used_for,created_by,description
retailrocket_recommendation_feature_registry,v1,retailrocket_item_features,v1,"[""item_id""]",data/features/source=retailrocket/item_features.parquet,features.retailrocket_item_features,True,avg_interaction_weight,double,feature,Aggregates Retailrocket item interactions and joins latest category and availability metadata from mart.retailrocket_item_features.,"training, inference, profiling, candidate filtering",sql/retailrocket_features.sql,"Item-level popularity, conversion, and metadata features for candidate ranking."
retailrocket_recommendation_feature_registry,v1,retailrocket_item_features,v1,"[""item_id""]",data/features/source=retailrocket/item_features.parquet,features.retailrocket_item_features,True,first_event_timestamp_ms,int64,metadata,Aggregates Retailrocket item interactions and joins latest category and availability metadata from mart.retailrocket_item_features.,"training, inference, profiling, candidate filtering",sql/retailrocket_features.sql,"Item-level popularity, conversion, and metadata features for candidate ranking."
retailrocket_recommendation_feature_registry,v1,retailrocket_item_features,v1,"[""item_id""]",data/features/source=retailrocket/item_features.parquet,features.retailrocket_item_features,True,last_event_timestamp_ms,int64,metadata,Aggregates Retailrocket item interactions and joins latest category and availability metadata from mart.retailrocket_item_features.,"training, inference, profiling, candidate filtering",sql/retailrocket_features.sql,"Item-level popularity, conversion, and metadata features for candidate ranking."
retailrocket_recommendation_feature_registry,v1,retailrocket_item_features,v1,"[""item_id""]",data/features/source=retailrocket/item_features.parquet,features.retailrocket_item_features,True,first_event_datetime,"timestamp[us, tz=UTC]",metadata,Aggregates Retailrocket item interactions and joins latest category and availability metadata from mart.retailrocket_item_features.,"training, inference, profiling, candidate filtering",sql/retailrocket_features.sql,"Item-level popularity, conversion, and metadata features for candidate ranking."
retailrocket_recommendation_feature_registry,v1,retailrocket_item_features,v1,"[""item_id""]",data/features/source=retailrocket/item_features.parquet,features.retailrocket_item_features,True,last_event_datetime,"timestamp[us, tz=UTC]",metadata,Aggregates Retailrocket item interactions and joins latest category and availability metadata from mart.retailrocket_item_features.,"training, inference, profiling, candidate filtering",sql/retailrocket_features.sql,"Item-level popularity, conversion, and metadata features for candidate ranking."
retailrocket_recommendation_feature_registry,v1,retailrocket_item_features,v1,"[""item_id""]",data/features/source=retailrocket/item_features.parquet,features.retailrocket_item_features,True,category_id,int64,metadata,Aggregates Retailrocket item interactions and joins latest category and availability metadata from mart.retailrocket_item_features.,"training, inference, profiling, candidate filtering",sql/retailrocket_features.sql,"Item-level popularity, conversion, and metadata features for candidate ranking."
retailrocket_recommendation_feature_registry,v1,retailrocket_item_features,v1,"[""item_id""]",data/features/source=retailrocket/item_features.parquet,features.retailrocket_item_features,True,parent_category_id,int64,metadata,Aggregates Retailrocket item interactions and joins latest category and availability metadata from mart.retailrocket_item_features.,"training, inference, profiling, candidate filtering",sql/retailrocket_features.sql,"Item-level popularity, conversion, and metadata features for candidate ranking."
retailrocket_recommendation_feature_registry,v1,retailrocket_item_features,v1,"[""item_id""]",data/features/source=retailrocket/item_features.parquet,features.retailrocket_item_features,True,is_available,int32,metadata,Aggregates Retailrocket item interactions and joins latest category and availability metadata from mart.retailrocket_item_features.,"training, inference, profiling, candidate filtering",sql/retailrocket_features.sql,"Item-level popularity, conversion, and metadata features for candidate ranking."
retailrocket_recommendation_feature_registry,v1,retailrocket_item_features,v1,"[""item_id""]",data/features/source=retailrocket/item_features.parquet,features.retailrocket_item_features,True,available_raw_value,string,metadata,Aggregates Retailrocket item interactions and joins latest category and availability metadata from mart.retailrocket_item_features.,"training, inference, profiling, candidate filtering",sql/retailrocket_features.sql,"Item-level popularity, conversion, and metadata features for candidate ranking."
retailrocket_recommendation_feature_registry,v1,retailrocket_item_features,v1,"[""item_id""]",data/features/source=retailrocket/item_features.parquet,features.retailrocket_item_features,True,has_category_metadata,int32,metadata,Aggregates Retailrocket item interactions and joins latest category and availability metadata from mart.retailrocket_item_features.,"training, inference, profiling, candidate filtering",sql/retailrocket_features.sql,"Item-level popularity, conversion, and metadata features for candidate ranking."
retailrocket_recommendation_feature_registry,v1,retailrocket_item_features,v1,"[""item_id""]",data/features/source=retailrocket/item_features.parquet,features.retailrocket_item_features,True,has_availability_metadata,int32,metadata,Aggregates Retailrocket item interactions and joins latest category and availability metadata from mart.retailrocket_item_features.,"training, inference, profiling, candidate filtering",sql/retailrocket_features.sql,"Item-level popularity, conversion, and metadata features for candidate ranking."
retailrocket_recommendation_feature_registry,v1,retailrocket_item_features,v1,"[""item_id""]",data/features/source=retailrocket/item_features.parquet,features.retailrocket_item_features,True,addtocart_rate,double,feature,Aggregates Retailrocket item interactions and joins latest category and availability metadata from mart.retailrocket_item_features.,"training, inference, profiling, candidate filtering",sql/retailrocket_features.sql,"Item-level popularity, conversion, and metadata features for candidate ranking."
retailrocket_recommendation_feature_registry,v1,retailrocket_item_features,v1,"[""item_id""]",data/features/source=retailrocket/item_features.parquet,features.retailrocket_item_features,True,transaction_rate,double,feature,Aggregates Retailrocket item interactions and joins latest category and availability metadata from mart.retailrocket_item_features.,"training, inference, profiling, candidate filtering",sql/retailrocket_features.sql,"Item-level popularity, conversion, and metadata features for candidate ranking."
retailrocket_recommendation_feature_registry,v1,retailrocket_item_features,v1,"[""item_id""]",data/features/source=retailrocket/item_features.parquet,features.retailrocket_item_features,True,cart_to_transaction_rate,double,feature,Aggregates Retailrocket item interactions and joins latest category and availability metadata from mart.retailrocket_item_features.,"training, inference, profiling, candidate filtering",sql/retailrocket_features.sql,"Item-level popularity, conversion, and metadata features for candidate ranking."
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,user_id,int64,entity_key,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,item_id,int64,entity_key,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,total_events,int64,feature,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,view_count,double,feature,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,addtocart_count,double,feature,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,transaction_count,double,feature,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,interaction_score,"decimal128(38, 1)",feature,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,max_event_weight,"decimal128(2, 1)",feature,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,first_event_timestamp_ms,int64,metadata,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,last_event_timestamp_ms,int64,metadata,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,first_event_datetime,"timestamp[us, tz=UTC]",metadata,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,last_event_datetime,"timestamp[us, tz=UTC]",metadata,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,has_transaction,int32,feature,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,has_addtocart,int32,feature,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,category_id,int64,metadata,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,parent_category_id,int64,metadata,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,is_available,int32,metadata,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,has_category_metadata,int32,metadata,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,has_availability_metadata,int32,metadata,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,user_item_addtocart_rate,double,feature,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,user_item_transaction_rate,double,feature,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,user_item_cart_to_transaction_rate,double,feature,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,implicit_label,"decimal128(2, 1)",feature,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
retailrocket_recommendation_feature_registry,v1,retailrocket_user_item_features,v1,"[""user_id"", ""item_id""]",data/features/source=retailrocket/user_item_features.parquet,features.retailrocket_user_item_features,True,strongest_event_type,string,metadata,Aggregates Retailrocket user-item interaction history and enriches it with item metadata and implicit labels.,"training, inference, profiling",sql/retailrocket_features.sql,User-item interaction features for supervised and implicit-feedback recommendation modeling.
