item_id,train_event_count,train_unique_users,train_view_events,train_addtocart_events,train_transaction_events,train_interaction_score,category_id,parent_category_id,is_available,has_category_metadata,has_availability_metadata,addtocart_rate,transaction_rate,popularity_score,rank
161623,1003,712,970.0,27.0,6.0,1081.0,5,1637,0,1,1,0.027835051546391754,0.006185567010309278,5.1593994196947275,40
158666,725,556,661.0,57.0,7.0,867.0,491,679,1,1,1,0.08623298033282904,0.01059001512859304,5.159050605236571,41
179601,733,533,692.0,30.0,11.0,837.0,1192,955,1,1,1,0.04335260115606936,0.015895953757225433,5.152886250338996,42
46156,535,276,452.0,52.0,31.0,763.0,1385,1202,0,1,1,0.11504424778761062,0.06858407079646017,5.151607864128601,43
241555,817,347,766.0,38.0,13.0,945.0,858,1426,1,1,1,0.04960835509138381,0.016971279373368148,5.148115278100386,44
546,643,303,575.0,45.0,23.0,825.0,1349,121,0,1,1,0.0782608695652174,0.04,5.134369740478446,45
133814,873,728,841.0,27.0,5.0,947.0,491,679,1,1,1,0.03210463733650416,0.005945303210463734,5.131232578767304,46
315545,843,580,812.0,20.0,11.0,927.0,819,798,0,1,1,0.024630541871921183,0.013546798029556651,5.1258339560574,47
400946,885,601,853.0,26.0,6.0,961.0,1273,125,1,1,1,0.03048065650644783,0.007033997655334115,5.116435858004984,48
138427,603,377,554.0,32.0,17.0,735.0,356,92,1,1,1,0.05776173285198556,0.030685920577617327,5.101940704122329,49
122604,640,465,592.0,38.0,10.0,756.0,1483,561,1,1,1,0.06418918918918919,0.016891891891891893,5.08372692907903,50
339703,629,430,565.0,56.0,8.0,773.0,342,500,1,1,1,0.09911504424778761,0.01415929203539823,5.0709058142125265,51
299222,652,497,606.0,35.0,11.0,766.0,1293,1323,0,1,1,0.057755775577557754,0.018151815181518153,5.064977963606276,52
266900,666,419,627.0,29.0,10.0,764.0,1650,1426,1,1,1,0.046251993620414676,0.01594896331738437,5.035712804075858,53
438484,644,485,595.0,40.0,9.0,760.0,1483,561,0,1,1,0.06722689075630252,0.015126050420168067,5.032279724389038,54
213834,317,202,239.0,10.0,68.0,609.0,1163,561,1,1,1,0.04184100418410042,0.28451882845188287,5.030295905826678,55
389158,553,410,507.0,34.0,12.0,669.0,707,561,1,1,1,0.0670611439842209,0.023668639053254437,5.026084066219313,56
303715,724,472,687.0,28.0,9.0,816.0,1650,1426,0,1,1,0.040756914119359534,0.013100436681222707,5.0192760866644415,57
416017,473,186,392.0,49.0,32.0,699.0,1103,1368,0,1,1,0.125,0.08163265306122448,5.018713101067119,58
253615,602,449,549.0,46.0,7.0,722.0,342,500,1,1,1,0.08378870673952642,0.012750455373406194,5.01157865306157,59
345279,663,514,631.0,25.0,7.0,741.0,959,1095,1,1,1,0.039619651347068144,0.011093502377179081,4.996479384571002,60
247909,764,586,735.0,25.0,4.0,830.0,491,679,1,1,1,0.034013605442176874,0.005442176870748299,4.980505359188172,61
379520,549,276,495.0,37.0,17.0,691.0,29,1678,0,1,1,0.07474747474747474,0.03434343434343434,4.963671726345774,62
23762,563,302,512.0,36.0,15.0,695.0,84,1308,0,1,1,0.0703125,0.029296875,4.962182601223489,63
303828,800,456,771.0,23.0,6.0,870.0,1650,1426,0,1,1,0.029831387808041506,0.007782101167315175,4.94601505131041,64
350629,856,587,834.0,19.0,3.0,906.0,48,500,1,1,1,0.022781774580335732,0.0035971223021582736,4.945070816600088,65
4001,573,422,540.0,24.0,9.0,657.0,959,1095,1,1,1,0.044444444444444446,0.016666666666666666,4.939929618377325,66
369158,454,302,411.0,25.0,18.0,576.0,470,520,1,1,1,0.06082725060827251,0.043795620437956206,4.936267557616018,67
354233,1008,852,983.0,24.0,1.0,1060.0,491,679,0,1,1,0.024415055951169887,0.001017293997965412,4.934493760917322,68
393028,783,622,758.0,21.0,4.0,841.0,5,1637,0,1,1,0.027704485488126648,0.005277044854881266,4.933940463216445,69
279457,503,406,433.0,63.0,7.0,657.0,491,679,0,1,1,0.14549653579676675,0.016166281755196306,4.929661885562711,70
390591,513,393,456.0,51.0,6.0,639.0,491,679,1,1,1,0.1118421052631579,0.013157894736842105,4.912981399535176,71
869,668,392,629.0,32.0,7.0,760.0,1650,1426,0,1,1,0.05087440381558029,0.011128775834658187,4.912844810594605,72
367664,610,370,571.0,30.0,9.0,706.0,683,1606,0,1,1,0.05253940455341506,0.01576182136602452,4.907378521057812,73
325310,663,245,623.0,30.0,10.0,763.0,858,1426,1,1,1,0.048154093097913325,0.016051364365971106,4.904737774657888,74
422425,696,457,670.0,19.0,7.0,762.0,819,798,0,1,1,0.028358208955223882,0.010447761194029851,4.902082044233696,75
89775,588,426,561.0,19.0,8.0,658.0,936,143,1,1,1,0.0338680926916221,0.0142602495543672,4.899503559930802,76
69533,702,527,675.0,22.0,5.0,766.0,48,500,0,1,1,0.03259259259259259,0.007407407407407408,4.8961701069119945,77
222888,417,193,351.0,49.0,17.0,583.0,228,1482,1,1,1,0.1396011396011396,0.04843304843304843,4.88420158501917,78
84160,802,676,791.0,6.0,5.0,834.0,1244,500,0,1,1,0.007585335018963337,0.006321112515802781,4.873333416919553,79
450082,421,225,367.0,32.0,22.0,573.0,1205,580,0,1,1,0.08719346049046321,0.05994550408719346,4.8729351076783765,80
448453,470,241,425.0,30.0,15.0,590.0,1089,1621,1,1,1,0.07058823529411765,0.03529411764705882,4.872877303398082,81
58638,614,348,583.0,22.0,9.0,694.0,1650,1426,0,1,1,0.03773584905660377,0.015437392795883362,4.855399158968249,82
132683,413,261,365.0,34.0,14.0,537.0,421,1424,1,1,1,0.09315068493150686,0.038356164383561646,4.854374396374372,83
170262,393,274,347.0,31.0,15.0,515.0,1192,955,1,1,1,0.0893371757925072,0.043227665706051875,4.853726815337197,84
447661,543,405,502.0,36.0,5.0,635.0,1477,206,1,1,1,0.07171314741035857,0.0099601593625498,4.853111400346516,85
464731,502,285,463.0,29.0,10.0,600.0,1219,121,1,1,1,0.06263498920086392,0.02159827213822894,4.843134719244936,86
218794,430,276,378.0,42.0,10.0,554.0,1037,402,1,1,1,0.1111111111111111,0.026455026455026454,4.839290688174439,87
357054,581,389,550.0,24.0,7.0,657.0,1018,1331,0,1,1,0.04363636363636364,0.012727272727272728,4.824994548133837,88
454818,452,352,418.0,25.0,9.0,538.0,1051,955,1,1,1,0.05980861244019139,0.0215311004784689,4.81882991499788,89
370653,1763,1494,1763.0,0.0,0.0,1763.0,82,1125,0,1,1,0.0,0.0,4.817606066082892,90
42002,475,249,436.0,23.0,16.0,585.0,1415,14,0,1,1,0.052752293577981654,0.03669724770642202,4.814141197142405,91
242905,603,463,575.0,25.0,3.0,665.0,1051,955,1,1,1,0.043478260869565216,0.0052173913043478265,4.788555532298846,92
5470,528,361,494.0,29.0,5.0,606.0,683,1606,1,1,1,0.058704453441295545,0.010121457489878543,4.784794201392069,93
445105,503,371,472.0,23.0,8.0,581.0,230,1424,0,1,1,0.048728813559322036,0.01694915254237288,4.783561941162901,94
374092,571,397,544.0,21.0,6.0,637.0,683,1606,0,1,1,0.03860294117647059,0.011029411764705883,4.77823458980592,95
204494,474,306,438.0,26.0,10.0,566.0,1051,955,0,1,1,0.0593607305936073,0.0228310502283105,4.777018399548007,96
417927,415,180,363.0,34.0,18.0,555.0,959,1095,0,1,1,0.09366391184573003,0.049586776859504134,4.772354177498919,97
11279,472,332,441.0,21.0,10.0,554.0,5,1637,0,1,1,0.047619047619047616,0.022675736961451247,4.7683061678891905,98
80435,465,310,436.0,20.0,9.0,541.0,34,1368,1,1,1,0.045871559633027525,0.020642201834862386,4.7680238909918184,99
459475,491,342,463.0,21.0,7.0,561.0,1625,1141,1,1,1,0.04535637149028078,0.01511879049676026,4.76702590542076,100
118914,502,380,483.0,10.0,9.0,558.0,1051,955,1,1,1,0.020703933747412008,0.018633540372670808,4.766466178922361,101
82278,545,396,521.0,17.0,7.0,607.0,1659,825,0,1,1,0.03262955854126679,0.013435700575815739,4.764979507083848,102
38965,538,225,505.0,24.0,9.0,622.0,858,1426,1,1,1,0.047524752475247525,0.01782178217821782,4.761356958418682,103
372188,384,234,345.0,25.0,14.0,490.0,928,20,1,1,1,0.07246376811594203,0.04057971014492753,4.760893723676438,104
338660,464,301,435.0,20.0,9.0,540.0,1051,955,1,1,1,0.04597701149425287,0.020689655172413793,4.759943728253461,105
393111,569,376,550.0,13.0,6.0,619.0,1221,1426,1,1,1,0.023636363636363636,0.01090909090909091,4.758036850850246,106
159822,423,252,385.0,28.0,10.0,519.0,684,1041,1,1,1,0.07272727272727272,0.025974025974025976,4.751187534370391,107
232172,400,258,363.0,26.0,11.0,496.0,1220,125,1,1,1,0.07162534435261708,0.030303030303030304,4.749208042421569,108
171878,368,213,315.0,42.0,11.0,496.0,1037,402,1,1,1,0.13333333333333333,0.03492063492063492,4.7480313557210705,109
442131,390,254,348.0,32.0,10.0,494.0,1192,955,1,1,1,0.09195402298850575,0.028735632183908046,4.7463688020234045,110
22436,492,358,453.0,35.0,4.0,578.0,342,500,1,1,1,0.0772626931567329,0.008830022075055188,4.7455910644836985,111
449912,491,370,466.0,19.0,6.0,553.0,1051,955,1,1,1,0.0407725321888412,0.012875536480686695,4.744671647517234,112
100282,402,280,364.0,26.0,12.0,502.0,1483,561,0,1,1,0.07142857142857142,0.03296703296703297,4.740398293466073,113
10572,303,184,245.0,43.0,15.0,449.0,1037,402,1,1,1,0.17551020408163265,0.061224489795918366,4.7317246972151095,114
243355,547,360,525.0,17.0,5.0,601.0,921,143,1,1,1,0.03238095238095238,0.009523809523809525,4.729711537341975,115
342530,493,327,466.0,21.0,6.0,559.0,984,827,1,1,1,0.045064377682403435,0.012875536480686695,4.727714390734608,116
298009,1553,1264,1553.0,0.0,0.0,1553.0,529,623,0,1,1,0.0,0.0,4.7251418626614425,117
291877,633,406,616.0,12.0,5.0,677.0,14,1684,0,1,1,0.01948051948051948,0.008116883116883116,4.7247090411285715,118
301721,293,214,247.0,30.0,16.0,417.0,470,520,1,1,1,0.1214574898785425,0.06477732793522267,4.716893469301576,119
172894,422,236,388.0,24.0,10.0,510.0,1205,580,1,1,1,0.061855670103092786,0.02577319587628866,4.713029508411759,120
444190,338,192,282.0,45.0,11.0,472.0,858,1426,1,1,1,0.1595744680851064,0.03900709219858156,4.7091561722295046,121
344071,458,302,431.0,20.0,7.0,526.0,589,1308,1,1,1,0.04640371229698376,0.016241299303944315,4.705653972902197,122
215596,465,361,438.0,22.0,5.0,529.0,48,500,1,1,1,0.0502283105022831,0.01141552511415525,4.703963171013436,123
228392,432,312,404.0,18.0,10.0,508.0,1349,121,0,1,1,0.04455445544554455,0.024752475247524754,4.703552956731566,124
62549,523,397,502.0,17.0,4.0,573.0,51,955,1,1,1,0.03386454183266932,0.00796812749003984,4.698589518125372,125
399031,610,390,591.0,16.0,3.0,654.0,683,1606,1,1,1,0.02707275803722504,0.005076142131979695,4.696611190880041,126
360487,465,319,428.0,33.0,4.0,547.0,683,1606,1,1,1,0.07710280373831775,0.009345794392523364,4.689113998676086,127
96924,1442,1202,1442.0,0.0,0.0,1442.0,56,1497,0,1,1,0.0,0.0,4.682935252503219,128
289103,461,323,438.0,14.0,9.0,525.0,5,1637,0,1,1,0.0319634703196347,0.02054794520547945,4.682628402752197,129
460188,521,407,503.0,14.0,4.0,565.0,1051,955,1,1,1,0.027833001988071572,0.007952286282306162,4.6809470274793545,130
378637,559,421,539.0,16.0,4.0,607.0,491,679,0,1,1,0.029684601113172542,0.0074211502782931356,4.6805301981879115,131
320494,627,395,605.0,19.0,3.0,677.0,819,798,0,1,1,0.03140495867768595,0.0049586776859504135,4.679844567569155,132
394678,618,474,607.0,8.0,3.0,646.0,1589,1426,1,1,1,0.013179571663920923,0.004942339373970346,4.6767485487666205,133
153778,455,307,433.0,15.0,7.0,513.0,1221,1426,1,1,1,0.03464203233256351,0.016166281755196306,4.672561432485405,134
180751,392,288,349.0,38.0,5.0,488.0,529,623,1,1,1,0.10888252148997135,0.014326647564469915,4.6682597262766325,135
340375,355,230,319.0,26.0,10.0,447.0,34,1368,1,1,1,0.08150470219435736,0.03134796238244514,4.66168446175655,136
344723,458,304,424.0,30.0,4.0,534.0,342,500,1,1,1,0.07075471698113207,0.009433962264150943,4.65827094584559,137
210087,391,232,359.0,20.0,12.0,479.0,1385,1202,0,1,1,0.055710306406685235,0.033426183844011144,4.64971617021685,138
335975,1364,1103,1364.0,0.0,0.0,1364.0,48,500,0,1,1,0.0,0.0,4.639237689756884,139
316472,353,202,316.0,23.0,14.0,455.0,72,620,0,1,1,0.07278481012658228,0.04430379746835443,4.636714041821438,140
82586,547,401,535.0,8.0,4.0,579.0,333,1497,1,1,1,0.014953271028037384,0.007476635514018692,4.635934303791383,141
308438,467,322,442.0,21.0,4.0,525.0,1650,1426,1,1,1,0.04751131221719457,0.00904977375565611,4.6315253937233996,142
272770,658,488,649.0,6.0,3.0,682.0,818,852,0,1,1,0.009244992295839754,0.004622496147919877,4.630538453326543,143
428257,407,262,383.0,16.0,8.0,471.0,1529,805,1,1,1,0.04177545691906005,0.020887728459530026,4.628596352151528,144
341482,799,653,793.0,5.0,1.0,813.0,94,1330,0,1,1,0.006305170239596469,0.0012610340479192938,4.619366367300111,145
387373,374,262,343.0,22.0,9.0,454.0,959,1095,0,1,1,0.0641399416909621,0.026239067055393587,4.615223915816546,146
369933,277,165,238.0,23.0,16.0,387.0,196,1667,1,1,1,0.09663865546218488,0.06722689075630252,4.5968471347844835,147
283916,403,205,377.0,17.0,9.0,473.0,1529,805,1,1,1,0.04509283819628647,0.023872679045092837,4.5960061652638515,148
51354,380,213,350.0,19.0,11.0,462.0,1542,745,0,1,1,0.054285714285714284,0.03142857142857143,4.593139382702955,149
198209,335,219,284.0,44.0,7.0,451.0,342,500,0,1,1,0.15492957746478872,0.02464788732394366,4.590434315833982,150
84310,385,288,361.0,18.0,6.0,445.0,1051,955,1,1,1,0.04986149584487535,0.01662049861495845,4.590360180563841,151
274798,485,379,461.0,21.0,3.0,539.0,5,1637,0,1,1,0.0455531453362256,0.006507592190889371,4.588033586563245,152
310944,348,177,315.0,22.0,11.0,436.0,1221,1426,1,1,1,0.06984126984126984,0.03492063492063492,4.587949917161772,153
368060,443,358,420.0,20.0,3.0,495.0,491,679,1,1,1,0.047619047619047616,0.007142857142857143,4.585172083808361,154
228644,352,247,317.0,27.0,8.0,438.0,1051,955,0,1,1,0.08517350157728706,0.025236593059936908,4.584822318256078,155
46130,411,301,381.0,25.0,5.0,481.0,1483,561,0,1,1,0.06561679790026247,0.013123359580052493,4.582945947611717,156
280328,366,250,335.0,25.0,6.0,440.0,589,1308,1,1,1,0.07462686567164178,0.01791044776119403,4.581972868574895,157
272455,464,300,448.0,11.0,5.0,506.0,558,92,1,1,1,0.024553571428571428,0.011160714285714286,4.575024526448104,158
61303,433,292,409.0,20.0,4.0,489.0,1172,810,1,1,1,0.0488997555012225,0.009779951100244499,4.574145134955298,159
330506,473,303,455.0,14.0,4.0,517.0,646,1606,1,1,1,0.03076923076923077,0.008791208791208791,4.57193962485239,160
56782,320,218,276.0,38.0,6.0,420.0,491,679,1,1,1,0.13768115942028986,0.021739130434782608,4.569859260351105,161
76426,409,271,385.0,19.0,5.0,467.0,445,1308,1,1,1,0.04935064935064935,0.012987012987012988,4.568762956142068,162
415610,360,235,328.0,26.0,6.0,436.0,984,827,1,1,1,0.07926829268292683,0.018292682926829267,4.566696945706134,163
116624,383,243,358.0,16.0,9.0,451.0,959,1095,0,1,1,0.0446927374301676,0.025139664804469275,4.563603281260623,164
389814,345,221,313.0,25.0,7.0,423.0,1393,1383,1,1,1,0.07987220447284345,0.022364217252396165,4.562260689698968,165
162139,487,310,472.0,11.0,4.0,525.0,862,1667,1,1,1,0.023305084745762712,0.00847457627118644,4.561446960605513,166
446820,394,287,368.0,20.0,6.0,458.0,411,561,0,1,1,0.05434782608695652,0.016304347826086956,4.56099447764161,167
91105,578,465,566.0,10.0,2.0,606.0,5,1637,0,1,1,0.0176678445229682,0.0035335689045936395,4.55896990996867,168
432152,450,282,429.0,17.0,4.0,500.0,683,1606,1,1,1,0.039627039627039624,0.009324009324009324,4.558928923121192,169
76196,344,221,321.0,13.0,10.0,410.0,34,1368,1,1,1,0.040498442367601244,0.03115264797507788,4.551591418787764,170
292444,394,222,373.0,13.0,8.0,452.0,683,1606,1,1,1,0.03485254691689008,0.021447721179624665,4.551500441487013,171
243980,416,208,390.0,20.0,6.0,480.0,683,1606,1,1,1,0.05128205128205128,0.015384615384615385,4.549564744616912,172
151444,1127,1011,1127.0,0.0,0.0,1127.0,656,1125,0,1,1,0.0,0.0,4.5412015352850545,173
398489,283,197,249.0,24.0,10.0,371.0,1616,827,1,1,1,0.0963855421686747,0.040160642570281124,4.541090936429386,174
280375,445,343,427.0,15.0,3.0,487.0,1173,805,1,1,1,0.0351288056206089,0.00702576112412178,4.540804321132565,175
57788,413,327,393.0,15.0,5.0,463.0,1483,561,0,1,1,0.03816793893129771,0.01272264631043257,4.539817989056127,176
286731,414,240,391.0,16.0,7.0,474.0,84,1308,0,1,1,0.04092071611253197,0.017902813299232736,4.535734797728109,177
215363,415,273,399.0,10.0,6.0,459.0,239,1515,1,1,1,0.02506265664160401,0.015037593984962405,4.534744179481174,178
64951,472,353,458.0,11.0,3.0,506.0,1051,955,1,1,1,0.024017467248908297,0.006550218340611353,4.534478166922695,179
465522,296,186,263.0,23.0,10.0,382.0,196,1667,1,1,1,0.08745247148288973,0.03802281368821293,4.534375587480374,180
446522,337,219,311.0,15.0,11.0,411.0,471,1368,0,1,1,0.04823151125401929,0.03536977491961415,4.531056428509479,181
92466,223,136,178.0,29.0,16.0,345.0,417,1215,1,1,1,0.16292134831460675,0.0898876404494382,4.52533314845758,182
204057,377,238,355.0,16.0,6.0,433.0,782,1562,1,1,1,0.04507042253521127,0.016901408450704224,4.520837065839724,183
268335,354,278,326.0,24.0,4.0,418.0,1051,955,1,1,1,0.0736196319018405,0.012269938650306749,4.516726478397836,184
255725,455,297,439.0,11.0,5.0,497.0,1279,1606,0,1,1,0.025056947608200455,0.011389521640091117,4.5153559612606236,185
208939,291,164,237.0,48.0,6.0,411.0,858,1426,1,1,1,0.20253164556962025,0.02531645569620253,4.513259767837082,186
142466,998,828,997.0,1.0,0.0,1000.0,1375,805,0,1,1,0.0010030090270812437,0.0,4.512871668565906,187
453618,599,454,585.0,13.0,1.0,629.0,646,1606,0,1,1,0.022222222222222223,0.0017094017094017094,4.510897451565484,188
325852,286,205,245.0,35.0,6.0,380.0,342,500,1,1,1,0.14285714285714285,0.024489795918367346,4.506622715904749,189
170811,478,366,463.0,13.0,2.0,512.0,48,500,1,1,1,0.028077753779697623,0.004319654427645789,4.506078990777097,190
159780,326,212,304.0,13.0,9.0,388.0,665,520,1,1,1,0.04276315789473684,0.029605263157894735,4.500177530435069,191
92361,282,213,252.0,22.0,8.0,358.0,959,1095,1,1,1,0.0873015873015873,0.031746031746031744,4.4978172962109335,192
436004,355,258,336.0,13.0,6.0,405.0,191,1383,1,1,1,0.03869047619047619,0.017857142857142856,4.494836042038165,193
351044,626,492,621.0,3.0,2.0,640.0,1663,1398,0,1,1,0.004830917874396135,0.00322061191626409,4.493690970124551,194
183511,331,252,305.0,21.0,5.0,393.0,959,1095,1,1,1,0.06885245901639345,0.01639344262295082,4.491343875082496,195
385475,366,261,346.0,15.0,5.0,416.0,56,1497,1,1,1,0.04335260115606936,0.014450867052023121,4.490931380729384,196
321905,461,359,439.0,20.0,2.0,509.0,1051,955,0,1,1,0.04555808656036447,0.004555808656036446,4.489464999655851,197
254418,487,358,474.0,11.0,2.0,517.0,1650,1426,1,1,1,0.023206751054852322,0.004219409282700422,4.489033816738285,198
388097,383,276,361.0,17.0,5.0,437.0,819,798,0,1,1,0.04709141274238227,0.013850415512465374,4.4862810103326405,199
51650,316,237,286.0,25.0,5.0,386.0,707,561,1,1,1,0.08741258741258741,0.017482517482517484,4.48559909327754,200
187138,339,207,312.0,21.0,6.0,405.0,427,1313,1,1,1,0.0673076923076923,0.019230769230769232,4.485212058912916,201
340093,376,287,351.0,22.0,3.0,432.0,56,1497,1,1,1,0.06267806267806268,0.008547008547008548,4.484843505051876,202
314789,368,198,345.0,14.0,9.0,432.0,1415,14,0,1,1,0.04057971014492753,0.02608695652173913,4.482943336091149,203
422671,319,222,296.0,16.0,7.0,379.0,1263,1637,1,1,1,0.05405405405405406,0.02364864864864865,4.4770710866947905,204
456005,384,306,369.0,11.0,4.0,422.0,1051,955,1,1,1,0.02981029810298103,0.01084010840108401,4.47103905598093,205
227318,455,315,443.0,9.0,3.0,485.0,34,1368,1,1,1,0.020316027088036117,0.006772009029345372,4.470936384480308,206
335331,333,276,316.0,11.0,6.0,379.0,35,20,1,1,1,0.03481012658227848,0.0189873417721519,4.469745572424871,207
11663,428,314,414.0,11.0,3.0,462.0,1192,955,1,1,1,0.026570048309178744,0.007246376811594203,4.468983518543681,208
113535,326,214,287.0,34.0,5.0,414.0,509,110,0,1,1,0.11846689895470383,0.017421602787456445,4.4678576151187475,209
272324,316,192,289.0,20.0,7.0,384.0,928,20,1,1,1,0.06920415224913495,0.02422145328719723,4.4673104330496445,210
312717,325,182,289.0,29.0,7.0,411.0,509,110,0,1,1,0.10034602076124567,0.02422145328719723,4.466788924452349,211
283115,393,183,374.0,12.0,7.0,445.0,858,1426,1,1,1,0.03208556149732621,0.01871657754010695,4.466244764292393,212
350103,399,276,386.0,8.0,5.0,435.0,5,1637,1,1,1,0.02072538860103627,0.012953367875647668,4.465135625465681,213
217605,238,117,201.0,20.0,17.0,346.0,972,1249,1,1,1,0.09950248756218906,0.0845771144278607,4.464927663446735,214
235047,364,243,345.0,14.0,5.0,412.0,167,1066,1,1,1,0.04057971014492753,0.014492753623188406,4.462828007463545,215
448220,351,272,334.0,12.0,5.0,395.0,175,1492,1,1,1,0.03592814371257485,0.014970059880239521,4.459780462889796,216
463617,383,251,357.0,22.0,4.0,443.0,707,561,0,1,1,0.06162464985994398,0.011204481792717087,4.456124100930481,217
235224,535,398,526.0,7.0,2.0,557.0,1279,1606,0,1,1,0.013307984790874524,0.0038022813688212928,4.454650551076596,218
351481,359,245,330.0,26.0,3.0,423.0,959,1095,1,1,1,0.07878787878787878,0.00909090909090909,4.453068824900285,219
382885,274,95,232.0,23.0,19.0,396.0,1059,1696,0,1,1,0.09913793103448276,0.08189655172413793,4.451613397887429,220
237422,294,220,267.0,19.0,8.0,364.0,159,1028,0,1,1,0.07116104868913857,0.0299625468164794,4.448517759635078,221
