user_id,recommendation_rank,item_id,popularity_score,train_event_count,train_unique_users,train_view_events,train_addtocart_events,train_transaction_events,category_id,parent_category_id,is_available,has_category_metadata,has_availability_metadata,was_seen_before,recommendation_score,model_key,model_name,model_type,content_score,category_score,parent_category_score,metadata_score,conversion_score,popularity_prior
152963,3,369447,5.660460112932376,1209,611,1098.0,80.0,31.0,48.0,500.0,0.0,1,1,False,5.660460112932376,popularity,retailrocket_popularity_recommender,event_weighted_global_popularity,,,,,,
152963,4,29196,5.6468364438412095,1053,619,898.0,136.0,19.0,1265.0,1136.0,1.0,1,1,False,5.6468364438412095,popularity,retailrocket_popularity_recommender,event_weighted_global_popularity,,,,,,
152963,5,441852,5.575778834328202,948,630,832.0,89.0,27.0,,,0.0,0,1,False,5.575778834328202,popularity,retailrocket_popularity_recommender,event_weighted_global_popularity,,,,,,
684514,1,320130,5.7864291529785135,1213,701,1068.0,116.0,29.0,1483.0,561.0,1.0,1,1,False,5.7864291529785135,popularity,retailrocket_popularity_recommender,event_weighted_global_popularity,,,,,,
684514,2,48030,5.731140248431239,1114,626,978.0,95.0,41.0,1219.0,121.0,0.0,1,1,False,5.731140248431239,popularity,retailrocket_popularity_recommender,event_weighted_global_popularity,,,,,,
684514,3,219512,5.692609474637824,1606,1225,1550.0,45.0,11.0,,,1.0,0,1,False,5.692609474637824,popularity,retailrocket_popularity_recommender,event_weighted_global_popularity,,,,,,
684514,4,445351,5.6844878887076495,1011,600,884.0,84.0,43.0,,,,0,0,False,5.6844878887076495,popularity,retailrocket_popularity_recommender,event_weighted_global_popularity,,,,,,
684514,5,369447,5.660460112932376,1209,611,1098.0,80.0,31.0,48.0,500.0,0.0,1,1,False,5.660460112932376,popularity,retailrocket_popularity_recommender,event_weighted_global_popularity,,,,,,
76757,1,461686,6.5815082441363435,2482,1190,2104.0,268.0,110.0,,,1.0,0,1,False,6.5815082441363435,popularity,retailrocket_popularity_recommender,event_weighted_global_popularity,,,,,,
76757,2,257040,5.865438456090703,1643,983,1527.0,89.0,27.0,,,,0,0,False,5.865438456090703,popularity,retailrocket_popularity_recommender,event_weighted_global_popularity,,,,,,
76757,3,312728,5.795516423360273,1104,586,905.0,158.0,41.0,1098.0,897.0,,1,0,False,5.795516423360273,popularity,retailrocket_popularity_recommender,event_weighted_global_popularity,,,,,,
76757,4,320130,5.7864291529785135,1213,701,1068.0,116.0,29.0,1483.0,561.0,1.0,1,1,False,5.7864291529785135,popularity,retailrocket_popularity_recommender,event_weighted_global_popularity,,,,,,
76757,5,48030,5.731140248431239,1114,626,978.0,95.0,41.0,1219.0,121.0,0.0,1,1,False,5.731140248431239,popularity,retailrocket_popularity_recommender,event_weighted_global_popularity,,,,,,
1150086,1,222082,4.592216416693004,27,14,13.0,10.0,4.0,-1.0,-1.0,1.0,0,1,False,2.2029562557630613,content_based,retailrocket_content_based_recommender,category_content_based_filtering,2.2029562557630613,0.5038929227539148,0.5038929227539148,0.15000000000000002,0.3333333333333333,0.2079441541679836
1150086,2,297145,4.5958158413242085,28,6,14.0,10.0,4.0,-1.0,-1.0,1.0,0,1,False,2.191826703185098,content_based,retailrocket_content_based_recommender,category_content_based_filtering,2.191826703185098,0.5038929227539148,0.5038929227539148,0.15000000000000002,0.3214285714285714,0.20871936349478185
1150086,3,339822,4.852173941129932,30,3,5.0,24.0,1.0,-1.0,-1.0,0.0,0,0,False,2.1659541319849076,content_based,retailrocket_content_based_recommender,category_content_based_filtering,2.1659541319849076,0.5038929227539148,0.5038929227539148,0.0,0.43333333333333335,0.22094203038982993
1150086,4,357859,4.687490097043088,37,13,19.0,17.0,1.0,-1.0,-1.0,1.0,0,1,False,2.134972192032818,content_based,retailrocket_content_based_recommender,category_content_based_filtering,2.134972192032818,0.5038929227539148,0.5038929227539148,0.15000000000000002,0.2567567567567568,0.21653666701431656
1150086,5,402462,5.154256848806116,72,40,51.0,14.0,7.0,-1.0,-1.0,1.0,0,1,False,2.0991138329242727,content_based,retailrocket_content_based_recommender,category_content_based_filtering,2.0991138329242727,0.5038929227539148,0.5038929227539148,0.15000000000000002,0.19444444444444445,0.2429906202180836
530559,1,297145,4.5958158413242085,28,6,14.0,10.0,4.0,-1.0,-1.0,1.0,0,1,False,2.324680423037458,content_based,retailrocket_content_based_recommender,category_content_based_filtering,2.324680423037458,0.5481774960380349,0.5481774960380349,0.15000000000000002,0.3214285714285714,0.20871936349478185
530559,2,339822,4.852173941129932,30,3,5.0,24.0,1.0,-1.0,-1.0,0.0,0,0,False,2.298807851837268,content_based,retailrocket_content_based_recommender,category_content_based_filtering,2.298807851837268,0.5481774960380349,0.5481774960380349,0.0,0.43333333333333335,0.22094203038982993
530559,3,357859,4.687490097043088,37,13,19.0,17.0,1.0,-1.0,-1.0,1.0,0,1,False,2.267825911885178,content_based,retailrocket_content_based_recommender,category_content_based_filtering,2.267825911885178,0.5481774960380349,0.5481774960380349,0.15000000000000002,0.2567567567567568,0.21653666701431656
530559,4,402462,5.154256848806116,72,40,51.0,14.0,7.0,-1.0,-1.0,1.0,0,1,False,2.2319675527766325,content_based,retailrocket_content_based_recommender,category_content_based_filtering,2.2319675527766325,0.5481774960380349,0.5481774960380349,0.15000000000000002,0.19444444444444445,0.2429906202180836
530559,5,404793,5.1088692928578565,72,43,53.0,12.0,7.0,-1.0,-1.0,1.0,0,1,False,2.2165037305347752,content_based,retailrocket_content_based_recommender,category_content_based_filtering,2.2165037305347752,0.5481774960380349,0.5481774960380349,0.15000000000000002,0.18055555555555555,0.24141568686511508
152963,1,222082,4.592216416693004,27,14,13.0,10.0,4.0,-1.0,-1.0,1.0,0,1,False,1.9896114665791937,content_based,retailrocket_content_based_recommender,category_content_based_filtering,1.9896114665791937,0.43277799302595893,0.43277799302595893,0.15000000000000002,0.3333333333333333,0.2079441541679836
152963,2,297145,4.5958158413242085,28,6,14.0,10.0,4.0,-1.0,-1.0,1.0,0,1,False,1.9784819140012302,content_based,retailrocket_content_based_recommender,category_content_based_filtering,1.9784819140012302,0.43277799302595893,0.43277799302595893,0.15000000000000002,0.3214285714285714,0.20871936349478185
152963,3,339822,4.852173941129932,30,3,5.0,24.0,1.0,-1.0,-1.0,0.0,0,0,False,1.95260934280104,content_based,retailrocket_content_based_recommender,category_content_based_filtering,1.95260934280104,0.43277799302595893,0.43277799302595893,0.0,0.43333333333333335,0.22094203038982993
152963,4,357859,4.687490097043088,37,13,19.0,17.0,1.0,-1.0,-1.0,1.0,0,1,False,1.9216274028489502,content_based,retailrocket_content_based_recommender,category_content_based_filtering,1.9216274028489502,0.43277799302595893,0.43277799302595893,0.15000000000000002,0.2567567567567568,0.21653666701431656
152963,5,402462,5.154256848806116,72,40,51.0,14.0,7.0,-1.0,-1.0,1.0,0,1,False,1.8857690437404049,content_based,retailrocket_content_based_recommender,category_content_based_filtering,1.8857690437404049,0.43277799302595893,0.43277799302595893,0.15000000000000002,0.19444444444444445,0.2429906202180836
684514,1,222082,4.592216416693004,27,14,13.0,10.0,4.0,-1.0,-1.0,1.0,0,1,False,2.0908155937368824,content_based,retailrocket_content_based_recommender,category_content_based_filtering,2.0908155937368824,0.4665127020785219,0.4665127020785219,0.15000000000000002,0.3333333333333333,0.2079441541679836
684514,2,297145,4.5958158413242085,28,6,14.0,10.0,4.0,-1.0,-1.0,1.0,0,1,False,2.079686041158919,content_based,retailrocket_content_based_recommender,category_content_based_filtering,2.079686041158919,0.4665127020785219,0.4665127020785219,0.15000000000000002,0.3214285714285714,0.20871936349478185
684514,3,339822,4.852173941129932,30,3,5.0,24.0,1.0,-1.0,-1.0,0.0,0,0,False,2.053813469958729,content_based,retailrocket_content_based_recommender,category_content_based_filtering,2.053813469958729,0.4665127020785219,0.4665127020785219,0.0,0.43333333333333335,0.22094203038982993
684514,4,357859,4.687490097043088,37,13,19.0,17.0,1.0,-1.0,-1.0,1.0,0,1,False,2.022831530006639,content_based,retailrocket_content_based_recommender,category_content_based_filtering,2.022831530006639,0.4665127020785219,0.4665127020785219,0.15000000000000002,0.2567567567567568,0.21653666701431656
684514,5,402462,5.154256848806116,72,40,51.0,14.0,7.0,-1.0,-1.0,1.0,0,1,False,1.9869731708980938,content_based,retailrocket_content_based_recommender,category_content_based_filtering,1.9869731708980938,0.4665127020785219,0.4665127020785219,0.15000000000000002,0.19444444444444445,0.2429906202180836
76757,1,222082,4.592216416693004,27,14,13.0,10.0,4.0,-1.0,-1.0,1.0,0,1,False,1.9705931951218456,content_based,retailrocket_content_based_recommender,category_content_based_filtering,1.9705931951218456,0.4264385692068429,0.4264385692068429,0.15000000000000002,0.3333333333333333,0.2079441541679836
76757,2,297145,4.5958158413242085,28,6,14.0,10.0,4.0,-1.0,-1.0,1.0,0,1,False,1.959463642543882,content_based,retailrocket_content_based_recommender,category_content_based_filtering,1.959463642543882,0.4264385692068429,0.4264385692068429,0.15000000000000002,0.3214285714285714,0.20871936349478185
76757,3,461686,8.347042625214366,2482,1190,2104.0,268.0,110.0,-1.0,-1.0,1.0,0,1,False,1.935060264344583,content_based,retailrocket_content_based_recommender,category_content_based_filtering,1.935060264344583,0.4264385692068429,0.4264385692068429,0.15000000000000002,0.09830781627719581,0.40743674044685846
76757,4,339822,4.852173941129932,30,3,5.0,24.0,1.0,-1.0,-1.0,0.0,0,0,False,1.9335910713436921,content_based,retailrocket_content_based_recommender,category_content_based_filtering,1.9335910713436921,0.4264385692068429,0.4264385692068429,0.0,0.43333333333333335,0.22094203038982993
76757,5,357859,4.687490097043088,37,13,19.0,17.0,1.0,-1.0,-1.0,1.0,0,1,False,1.902609131391602,content_based,retailrocket_content_based_recommender,category_content_based_filtering,1.902609131391602,0.4264385692068429,0.4264385692068429,0.15000000000000002,0.2567567567567568,0.21653666701431656
