item_id,item_interaction_count,item_distinct_user_count,item_total_quantity,item_total_revenue,item_avg_quantity,item_avg_line_total,has_catalog_metadata,interaction_component,user_component,quantity_component,revenue_component,popularity_score,title,category,price,rating,stock,brand,rank
82,1,1,5.0,7499.95,5.0,7499.95,1,1,1,1.791759469228055,8.922784958169524,2.3467696375710396,New DELL XPS 13 9300 Laptop,laptops,1499.99,2.67,74.0,Dell,68
55,2,2,8.0,55.92,4.0,27.96,1,2,2,2.1972245773362196,4.041646773221651,2.345691931450492,Egg Slicer,kitchen-accessories,6.99,3.09,40.0,unknown,69
83,2,2,4.0,119.96,2.0,59.98,1,2,2,1.6094379124341003,4.795459912431223,2.3412065693515034,Blue & Black Check Shirt,mens-shirts,29.99,3.64,38.0,Fashion Trends,70
48,2,2,7.0,55.93000000000001,3.5,27.965000000000003,1,2,2,2.0794415416798357,4.0418224429629905,2.322161674780416,Bamboo Spatula,kitchen-accessories,7.99,3.27,37.0,unknown,71
105,2,2,2.0,199.98,1.0,99.99,0,2,2,1.0986122886681098,5.303205400620812,2.315203267826744,unknown,unknown,,,,unknown,72
68,2,2,4.0,99.96,2.0,49.98,1,2,2,1.6094379124341003,4.6147243987929025,2.3140962423057556,Pan,kitchen-accessories,24.99,2.79,90.0,unknown,73
84,2,2,4.0,99.96,2.0,49.98,1,2,2,1.6094379124341003,4.6147243987929025,2.3140962423057556,Gigabyte Aorus Men Tshirt,mens-shirts,24.99,3.18,90.0,Gigabyte,74
81,1,1,5.0,5499.95,5.0,5499.95,1,1,1,1.791759469228055,8.612676083577652,2.3002533063822588,Lenovo Yoga 920,laptops,1099.99,2.86,40.0,Lenovo,75
15,1,1,5.0,3999.95,5.0,3999.95,1,1,1,1.791759469228055,8.294287111903367,2.2524949606311164,Wooden Bathroom Sink With Mirror,furniture,799.99,3.59,7.0,Bath Trends,76
193,1,1,5.0,3999.95,5.0,3999.95,0,1,1,1.791759469228055,8.294287111903367,2.2524949606311164,unknown,unknown,,,,unknown,77
50,2,2,5.0,49.95,2.5,24.975,1,2,2,1.791759469228055,3.9308447596687337,2.247978607795921,Black Whisk,kitchen-accessories,9.99,3.9,73.0,unknown,78
191,1,1,1.0,15999.99,1.0,15999.99,0,1,1,0.6931471805599453,9.68040587430774,2.24069031725815,unknown,unknown,,,,unknown,79
38,2,2,6.0,35.94,3.0,17.97,1,2,2,1.9459101490553132,3.609294974771094,2.230576276026727,Rice,groceries,5.99,3.18,59.0,unknown,80
123,1,1,4.0,4399.96,4.0,4399.96,0,1,1,1.6094379124341003,8.389577977926344,2.230324279175772,unknown,unknown,,,,unknown,81
11,1,1,3.0,5699.97,3.0,5699.97,1,1,1,1.3862943611198906,8.64839161478304,2.2245176144414343,Annibale Colombo Bed,furniture,1899.99,4.77,88.0,Annibale Colombo,82
56,2,2,2.0,99.98,1.0,49.99,1,2,2,1.0986122886681098,4.6149224774307696,2.2119608293482376,Electric Stove,kitchen-accessories,49.99,4.11,21.0,unknown,83
74,2,2,6.0,29.94,3.0,14.97,1,2,2,1.9459101490553132,3.43204984514492,2.2039895065828006,Spoon,kitchen-accessories,4.99,4.03,59.0,unknown,84
94,1,1,3.0,4499.97,3.0,4499.97,1,1,1,1.3862943611198906,8.412048208085206,2.189066103436759,Longines Master Collection,mens-watches,1499.99,3.87,100.0,Longines,85
71,2,2,2.0,79.98,1.0,39.99,1,2,2,1.0986122886681098,4.394202210604015,2.178852789324224,Silver Pot With Glass Cap,kitchen-accessories,39.99,3.22,40.0,unknown,86
116,1,1,2.0,5999.98,2.0,5999.98,0,1,1,1.0986122886681098,8.699678068206088,2.174674167964535,unknown,unknown,,,,unknown,87
77,2,2,5.0,29.950000000000003,2.5,14.975000000000001,1,2,2,1.791759469228055,3.4323729991306053,2.173207843715202,Yellow Peeler,kitchen-accessories,5.99,4.24,35.0,unknown,88
30,2,2,7.0,17.43,3.5,8.715,1,2,2,2.0794415416798357,2.9139797716817317,2.152985274088227,Kiwi,groceries,2.49,4.93,99.0,unknown,89
35,2,2,7.0,16.03,3.5,8.015,1,2,2,2.0794415416798357,2.834976494674597,2.141134782537157,Potatoes,groceries,2.29,4.81,13.0,unknown,90
25,2,2,8.0,10.32,4.0,5.16,1,2,2,2.1972245773362196,2.4265710727750367,2.1034305763834995,Green Bell Pepper,groceries,1.29,3.25,33.0,unknown,91
21,2,2,7.0,10.43,3.5,5.215,1,2,2,2.0794415416798357,2.4362414778067194,2.081324530006975,Cucumber,groceries,1.49,4.07,84.0,unknown,92
190,1,1,1.0,4999.99,1.0,4999.99,0,1,1,0.6931471805599453,8.517391171816824,2.0662381118845126,unknown,unknown,,,,unknown,93
146,2,2,3.0,17.97,1.5,8.985,0,2,2,1.3862943611198906,2.9428587839469227,2.0186876898160167,unknown,unknown,,,,unknown,94
142,2,2,2.0,25.98,1.0,12.99,0,2,2,1.0986122886681098,3.2950958507796098,2.0139868353505634,unknown,unknown,,,,unknown,95
134,1,1,4.0,999.96,4.0,999.96,0,1,1,1.6094379124341003,6.908714818476837,2.008194805258346,unknown,unknown,,,,unknown,96
23,2,2,4.0,11.96,2.0,5.98,1,2,2,1.6094379124341003,2.561867690924129,2.0061677361254393,Eggs,groceries,2.99,2.53,9.0,unknown,97
42,2,2,5.0,4.95,2.5,2.475,1,2,2,1.791759469228055,1.7833912195575383,1.9258605767792418,Water,groceries,0.99,4.96,53.0,unknown,98
66,1,1,4.0,359.96,4.0,359.96,1,1,1,1.6094379124341003,5.888767148869639,1.855202654817266,Microwave Oven,kitchen-accessories,89.99,4.82,59.0,unknown,99
135,1,1,2.0,599.98,2.0,599.98,0,1,1,1.0986122886681098,6.398561656111271,1.8295067061503127,unknown,unknown,,,,unknown,100
182,1,1,5.0,149.95,5.0,149.95,0,1,1,1.791759469228055,5.016948656152848,1.7608941922685384,unknown,unknown,,,,unknown,101
160,1,1,1.0,599.99,1.0,599.99,0,1,1,0.6931471805599453,6.398578295461671,1.7484161804312397,unknown,unknown,,,,unknown,102
51,1,1,4.0,159.96,4.0,159.96,1,1,1,1.6094379124341003,5.081155886911374,1.7340609655235262,Boxed Blender,kitchen-accessories,39.99,4.56,9.0,unknown,103
85,1,1,4.0,139.96,4.0,139.96,1,1,1,1.6094379124341003,4.94847616218787,1.7141590068150006,Man Plaid Shirt,mens-shirts,34.99,3.46,82.0,Classic Wear,104
194,1,1,2.0,259.98,2.0,259.98,0,1,1,1.0986122886681098,5.564443776034101,1.7043890241387372,unknown,unknown,,,,unknown,105
157,1,1,5.0,99.94999999999999,5.0,99.94999999999999,0,1,1,1.791759469228055,4.614625344758847,1.700545695559438,unknown,unknown,,,,unknown,106
184,1,1,5.0,99.94999999999999,5.0,99.94999999999999,0,1,1,1.791759469228055,4.614625344758847,1.700545695559438,unknown,unknown,,,,unknown,107
188,1,1,4.0,119.96,4.0,119.96,0,1,1,1.6094379124341003,4.795459912431223,1.6912065693515035,unknown,unknown,,,,unknown,108
126,1,1,1.0,399.99,1.0,399.99,0,1,1,0.6931471805599453,5.99393648933976,1.6877199095129531,unknown,unknown,,,,unknown,109
6,1,1,3.0,149.97,3.0,149.97,1,1,1,1.3862943611198906,5.017081141579645,1.6798210434609246,Calvin Klein CK One,fragrances,49.99,4.37,29.0,Calvin Klein,110
149,1,1,3.0,149.97,3.0,149.97,0,1,1,1.3862943611198906,5.017081141579645,1.6798210434609246,unknown,unknown,,,,unknown,111
152,1,1,3.0,149.97,3.0,149.97,0,1,1,1.3862943611198906,5.017081141579645,1.6798210434609246,unknown,unknown,,,,unknown,112
92,1,1,2.0,219.98,2.0,219.98,1,1,1,1.0986122886681098,5.3980721996850285,1.6794332876863762,Sports Sneakers Off White Red,mens-shoes,109.99,4.69,62.0,Off White,113
139,1,1,4.0,99.96,4.0,99.96,0,1,1,1.6094379124341003,4.6147243987929025,1.6640962423057553,unknown,unknown,,,,unknown,114
3,1,1,5.0,74.95,5.0,74.95,1,1,1,1.791759469228055,4.330075229041782,1.6578631782018785,Powder Canister,beauty,14.99,4.64,89.0,Velvet Touch,115
179,1,1,2.0,159.98,2.0,159.98,0,1,1,1.0986122886681098,5.0812801336655875,1.63191447778346,unknown,unknown,,,,unknown,116
185,1,1,4.0,79.96,4.0,79.96,0,1,1,1.6094379124341003,4.3939552055391555,1.6309808633176934,unknown,unknown,,,,unknown,117
153,1,1,5.0,59.95,5.0,59.95,0,1,1,1.791759469228055,4.110053855927281,1.6248599722347032,unknown,unknown,,,,unknown,118
60,1,1,5.0,54.95,5.0,54.95,1,1,1,1.791759469228055,4.024458434757935,1.6120206590593011,Grater Black,kitchen-accessories,10.99,3.21,84.0,unknown,119
148,1,1,5.0,49.95,5.0,49.95,0,1,1,1.791759469228055,3.9308447596687337,1.597978607795921,unknown,unknown,,,,unknown,120
155,1,1,3.0,74.97,3.0,74.97,0,1,1,1.3862943611198906,4.33033852551513,1.5768096510512475,unknown,unknown,,,,unknown,121
17,1,1,4.0,51.96,4.0,51.96,1,1,1,1.6094379124341003,3.9695369116287527,1.567318119231133,Beef Steak,groceries,12.99,4.47,86.0,unknown,122
53,1,1,4.0,51.96,4.0,51.96,1,1,1,1.6094379124341003,3.9695369116287527,1.567318119231133,Chopping Board,kitchen-accessories,12.99,3.7,14.0,unknown,123
119,1,1,4.0,51.96,4.0,51.96,0,1,1,1.6094379124341003,3.9695369116287527,1.567318119231133,unknown,unknown,,,,unknown,124
47,1,1,2.0,99.98,2.0,99.98,1,1,1,1.0986122886681098,4.6149224774307696,1.5619608293482374,Table Lamp,home-decoration,49.99,3.55,9.0,unknown,125
166,1,1,2.0,79.98,2.0,79.98,0,1,1,1.0986122886681098,4.394202210604015,1.5288527893242243,unknown,unknown,,,,unknown,126
19,1,1,4.0,39.96,4.0,39.96,1,1,1,1.6094379124341003,3.7125959807312525,1.528776979596508,Chicken Meat,groceries,9.99,3.19,97.0,unknown,127
147,1,1,3.0,53.97,3.0,53.97,0,1,1,1.3862943611198906,4.006787581872569,1.5282770095048632,unknown,unknown,,,,unknown,128
28,1,1,5.0,27.450000000000003,5.0,27.450000000000003,1,1,1,1.791759469228055,3.34814816057234,1.510574117931462,Ice Cream,groceries,5.49,3.39,27.0,unknown,129
20,1,1,5.0,24.950000000000003,5.0,24.950000000000003,1,1,1,1.791759469228055,3.2561716096118976,1.4967776352873958,Cooking Oil,groceries,4.99,4.8,10.0,unknown,130
150,1,1,2.0,59.98,2.0,59.98,0,1,1,1.0986122886681098,4.110545941560109,1.4863043489676384,unknown,unknown,,,,unknown,131
103,1,1,1.0,99.99,1.0,99.99,0,1,1,0.6931471805599453,4.6150215020384655,1.480882661417759,unknown,unknown,,,,unknown,132
93,1,1,1.0,89.99,1.0,89.99,1,1,1,0.6931471805599453,4.5107496103686,1.465241877667279,Brown Leather Belt Watch,mens-watches,89.99,4.19,32.0,Fashion Timepieces,133
22,1,1,3.0,32.97,3.0,32.97,1,1,1,1.3862943611198906,3.5254777821724925,1.456080539549852,Dog Food,groceries,10.99,4.55,71.0,unknown,134
64,1,1,2.0,29.98,2.0,29.98,1,1,1,1.0986122886681098,3.4333418349887226,1.3847237329819304,Knife,kitchen-accessories,14.99,3.26,7.0,unknown,135
110,1,1,2.0,29.98,2.0,29.98,0,1,1,1.0986122886681098,3.4333418349887226,1.3847237329819304,unknown,unknown,,,,unknown,136
49,1,1,3.0,17.97,3.0,17.97,1,1,1,1.3862943611198906,2.9428587839469227,1.3686876898160165,Black Aluminium Cup,kitchen-accessories,5.99,4.46,75.0,unknown,137
65,1,1,2.0,25.98,2.0,25.98,1,1,1,1.0986122886681098,3.2950958507796098,1.3639868353505635,Lunch Box,kitchen-accessories,12.99,4.93,94.0,unknown,138
111,1,1,2.0,25.98,2.0,25.98,0,1,1,1.0986122886681098,3.2950958507796098,1.3639868353505635,unknown,unknown,,,,unknown,139
40,1,1,3.0,11.97,3.0,11.97,1,1,1,1.3862943611198906,2.5626389983283526,1.3116547219732309,Strawberry,groceries,3.99,3.08,46.0,unknown,140
39,1,1,4.0,7.96,4.0,7.96,1,1,1,1.6094379124341003,2.192770226986839,1.300803116534846,Soft Drinks,groceries,1.99,4.75,53.0,unknown,141
26,1,1,5.0,4.95,5.0,4.95,1,1,1,1.791759469228055,1.7833912195575383,1.275860576779242,Green Chili Pepper,groceries,0.99,3.66,3.0,unknown,142
137,1,1,1.0,19.99,1.0,19.99,0,1,1,0.6931471805599453,3.0440461338325417,1.2452363561868705,unknown,unknown,,,,unknown,143
37,1,1,3.0,5.97,3.0,5.97,1,1,1,1.3862943611198906,1.9416152247724325,1.2185011559398429,Red Onions,groceries,1.99,4.2,82.0,unknown,144
67,1,1,1.0,15.99,1.0,15.99,1,1,1,0.6931471805599453,2.8326249356838407,1.213523176464565,Mug Tree Stand,kitchen-accessories,15.99,2.64,88.0,unknown,145
69,1,1,2.0,7.98,2.0,7.98,1,1,1,1.0986122886681098,2.194999882314108,1.1989724400807382,Plate,kitchen-accessories,3.99,3.65,66.0,unknown,146
4,1,1,1.0,12.99,1.0,12.99,1,1,1,0.6931471805599453,2.63834278867739,1.1843808544135976,Red Lipstick,beauty,12.99,4.36,91.0,Chic Cosmetics,147
32,1,1,2.0,6.98,2.0,6.98,1,1,1,1.0986122886681098,2.0769384114617173,1.1812632194528796,Milk,groceries,3.49,2.61,27.0,unknown,148
54,1,1,1.0,8.99,1.0,8.99,1,1,1,0.6931471805599453,2.301584592660462,1.1338671250110584,Citrus Squeezer Yellow,kitchen-accessories,8.99,4.63,22.0,unknown,149
29,1,1,1.0,3.99,1.0,3.99,1,1,1,0.6931471805599453,1.6074359097634274,1.0297448225765031,Juice,groceries,3.99,3.94,50.0,unknown,150
