item_id,train_event_count,train_unique_users,train_view_events,train_addtocart_events,train_transaction_events,train_interaction_score,category_id,parent_category_id,is_available,has_category_metadata,has_availability_metadata,addtocart_rate,transaction_rate,global_content_prior_score
102306,901,766,901.0,0.0,0.0,901.0,-1,-1,0,0,0,0.0,0.0,6.804614520062624
546,643,303,575.0,45.0,23.0,825.0,1349,121,0,1,0,0.06998444790046657,0.03576982892690513,6.787356826398116
122604,640,465,592.0,38.0,10.0,756.0,-1,-1,1,0,1,0.059375,0.015625,6.774675753437448
416017,473,186,392.0,49.0,32.0,699.0,1103,1368,1,1,1,0.10359408033826638,0.06765327695560254,6.77053065216814
393028,783,622,758.0,21.0,4.0,841.0,5,1637,0,1,1,0.02681992337164751,0.005108556832694764,6.754298532760845
318333,614,409,547.0,44.0,23.0,794.0,-1,-1,0,0,1,0.07166123778501629,0.03745928338762215,6.751632016934462
46156,535,276,452.0,52.0,31.0,763.0,1385,1202,0,1,0,0.09719626168224299,0.05794392523364486,6.745109845241287
46232,607,424,532.0,61.0,14.0,785.0,-1,-1,0,0,0,0.10049423393739704,0.023064250411861616,6.740268159809767
345279,663,514,631.0,25.0,7.0,741.0,959,1095,1,1,1,0.03770739064856712,0.010558069381598794,6.738761007873262
303715,724,472,687.0,28.0,9.0,816.0,-1,-1,0,0,1,0.03867403314917127,0.012430939226519336,6.7374070506611075
84160,802,676,791.0,6.0,5.0,834.0,1244,500,0,1,1,0.007481296758104738,0.006234413965087282,6.7374067871949945
253615,602,449,549.0,46.0,7.0,722.0,-1,-1,1,0,1,0.07641196013289037,0.011627906976744186,6.733243109201954
299222,652,497,606.0,35.0,11.0,766.0,1293,1323,0,1,0,0.05368098159509203,0.01687116564417178,6.686198457808973
438484,644,485,595.0,40.0,9.0,760.0,-1,-1,0,0,1,0.062111801242236024,0.013975155279503106,6.679664413762308
266900,666,419,627.0,29.0,10.0,764.0,-1,-1,0,0,0,0.04354354354354354,0.015015015015015015,6.676662620613323
325310,663,245,623.0,30.0,10.0,763.0,858,1426,0,1,0,0.04524886877828054,0.015082956259426848,6.676275179815088
869,668,392,629.0,32.0,7.0,760.0,1650,1426,0,1,1,0.04790419161676647,0.010479041916167664,6.669064495586237
69533,702,527,675.0,22.0,5.0,766.0,48,500,0,1,0,0.03133903133903134,0.007122507122507123,6.665278824159279
422425,696,457,670.0,19.0,7.0,762.0,819,798,0,1,0,0.027298850574712645,0.010057471264367816,6.660964927836181
138427,603,377,554.0,32.0,17.0,735.0,356,92,0,1,0,0.05306799336650083,0.028192371475953566,6.655956486888081
213834,317,202,239.0,10.0,68.0,609.0,-1,-1,0,0,0,0.031545741324921134,0.21451104100946372,6.643742868839281
242905,603,463,575.0,25.0,3.0,665.0,-1,-1,1,0,1,0.04145936981757877,0.004975124378109453,6.626994479827288
4001,573,422,540.0,24.0,9.0,657.0,-1,-1,1,0,1,0.041884816753926704,0.015706806282722512,6.625854145985002
390591,513,393,456.0,51.0,6.0,639.0,491,679,1,1,1,0.09941520467836257,0.011695906432748537,6.622871685125647
89775,588,426,561.0,19.0,8.0,658.0,936,143,1,1,1,0.03231292517006803,0.013605442176870748,6.620485439264411
15948,670,582,670.0,0.0,0.0,670.0,438,312,1,1,1,0.0,0.0,6.608769136971682
379520,549,276,495.0,37.0,17.0,691.0,29,1678,0,1,1,0.06739526411657559,0.030965391621129327,6.604248979297086
23762,563,302,512.0,36.0,15.0,695.0,84,1308,0,1,0,0.06394316163410302,0.02664298401420959,6.603964225165681
367664,610,370,571.0,30.0,9.0,706.0,683,1606,0,1,1,0.04918032786885246,0.014754098360655738,6.600374928191655
447661,543,405,502.0,36.0,5.0,635.0,1477,206,1,1,1,0.06629834254143646,0.009208103130755065,6.597555837741595
58638,614,348,583.0,22.0,9.0,694.0,-1,-1,0,0,1,0.035830618892508145,0.014657980456026058,6.576485135467072
38965,538,225,505.0,24.0,9.0,622.0,-1,-1,1,0,1,0.04460966542750929,0.016728624535315983,6.573579976036523
279457,503,406,433.0,63.0,7.0,657.0,491,679,0,1,1,0.12524850894632206,0.013916500994035786,6.565745686792514
389158,553,410,507.0,34.0,12.0,669.0,-1,-1,0,0,0,0.06148282097649186,0.0216998191681736,6.559718942041431
464731,502,285,463.0,29.0,10.0,600.0,-1,-1,1,0,1,0.05776892430278884,0.0199203187250996,6.547399715411701
448453,470,241,425.0,30.0,15.0,590.0,1089,1621,1,1,1,0.06382978723404255,0.031914893617021274,6.545645804640142
320494,627,395,605.0,19.0,3.0,677.0,819,798,0,1,1,0.030303030303030304,0.004784688995215311,6.539083492087126
109618,690,472,690.0,0.0,0.0,690.0,921,143,0,1,1,0.0,0.0,6.53813982376767
291877,633,406,616.0,12.0,5.0,677.0,14,1684,0,1,1,0.018957345971563982,0.007898894154818325,6.536524855080996
272770,658,488,649.0,6.0,3.0,682.0,-1,-1,0,0,0,0.00911854103343465,0.004559270516717325,6.535613400604224
359491,682,530,682.0,0.0,0.0,682.0,-1,-1,0,0,1,0.0,0.0,6.52649485957079
232509,682,628,682.0,0.0,0.0,682.0,-1,-1,0,0,0,0.0,0.0,6.52649485957079
243355,547,360,525.0,17.0,5.0,601.0,-1,-1,1,0,1,0.031078610603290677,0.009140767824497258,6.524937518434964
357054,581,389,550.0,24.0,7.0,657.0,-1,-1,0,0,0,0.04130808950086059,0.012048192771084338,6.521907168846832
225778,670,594,670.0,0.0,0.0,670.0,-1,-1,0,0,1,0.0,0.0,6.508769136971682
399031,610,390,591.0,16.0,3.0,654.0,683,1606,0,1,0,0.02622950819672131,0.004918032786885246,6.502668022520497
374092,571,397,544.0,21.0,6.0,637.0,-1,-1,0,0,1,0.03677758318739054,0.010507880910683012,6.487234955849168
394678,618,474,607.0,8.0,3.0,646.0,1589,1426,0,1,0,0.012944983818770227,0.0048543689320388345,6.483673155342324
222888,417,193,351.0,49.0,17.0,583.0,228,1482,0,1,0,0.11750599520383694,0.0407673860911271,6.4694213665212725
351044,626,492,621.0,3.0,2.0,640.0,1663,1398,0,1,1,0.004792332268370607,0.003194888178913738,6.46862051123377
209994,640,572,640.0,0.0,0.0,640.0,-1,-1,0,0,1,0.0,0.0,6.46302945692067
453618,599,454,585.0,13.0,1.0,629.0,646,1606,0,1,0,0.021702838063439065,0.001669449081803005,6.458240687499101
393111,569,376,550.0,13.0,6.0,619.0,-1,-1,0,0,0,0.022847100175746926,0.01054481546572935,6.45168784359274
360487,465,319,428.0,33.0,4.0,547.0,683,1606,1,1,1,0.07096774193548387,0.008602150537634409,6.450361308453392
449912,491,370,466.0,19.0,6.0,553.0,-1,-1,1,0,1,0.038696537678207736,0.012219959266802444,6.44873291485319
5470,528,361,494.0,29.0,5.0,606.0,-1,-1,0,0,1,0.054924242424242424,0.00946969696969697,6.445460609241317
450082,421,225,367.0,32.0,22.0,573.0,1205,580,0,1,1,0.07600950118764846,0.052256532066508314,6.442890678979899
82278,545,396,521.0,17.0,7.0,607.0,-1,-1,0,0,1,0.031192660550458717,0.012844036697247707,6.438615248938644
378637,559,421,539.0,16.0,4.0,607.0,491,679,0,1,1,0.028622540250447227,0.007155635062611807,6.431641787154002
42002,475,249,436.0,23.0,16.0,585.0,-1,-1,0,0,0,0.04842105263157895,0.03368421052631579,6.431214526419117
369158,454,302,411.0,25.0,18.0,576.0,470,520,0,1,0,0.05506607929515418,0.039647577092511016,6.425022883248188
170262,393,274,347.0,31.0,15.0,515.0,1192,955,1,1,1,0.07888040712468193,0.03816793893129771,6.423714907975201
91105,578,465,566.0,10.0,2.0,606.0,-1,-1,0,0,1,0.01730103806228374,0.0034602076124567475,6.420639517703097
413166,611,520,611.0,0.0,0.0,611.0,342,500,0,1,1,0.0,0.0,6.416732282512326
159822,423,252,385.0,28.0,10.0,519.0,-1,-1,1,0,1,0.06619385342789598,0.02364066193853428,6.410566400227955
215596,465,361,438.0,22.0,5.0,529.0,-1,-1,1,0,1,0.047311827956989246,0.010752688172043012,6.4072856086967045
429094,605,533,605.0,0.0,0.0,605.0,973,20,0,1,0,0.0,0.0,6.406879986069314
445105,503,371,472.0,23.0,8.0,581.0,230,1424,0,1,0,0.04572564612326044,0.015904572564612324,6.405237843357681
290250,604,542,604.0,0.0,0.0,604.0,352,859,0,1,1,0.0,0.0,6.405228458030842
149275,604,490,604.0,0.0,0.0,604.0,1526,1621,0,1,0,0.0,0.0,6.405228458030842
417927,415,180,363.0,34.0,18.0,555.0,959,1095,0,1,1,0.0819277108433735,0.043373493975903614,6.405105643648173
22436,492,358,453.0,35.0,4.0,578.0,-1,-1,0,0,0,0.07113821138211382,0.008130081300813009,6.405001664564865
308438,467,322,442.0,21.0,4.0,525.0,1650,1426,1,1,1,0.044967880085653104,0.008565310492505354,6.396350463273042
218794,430,276,378.0,42.0,10.0,554.0,-1,-1,0,0,0,0.09767441860465116,0.023255813953488372,6.391061137002248
204494,474,306,438.0,26.0,10.0,566.0,-1,-1,0,0,1,0.05485232067510549,0.02109704641350211,6.388882510478807
162139,487,310,472.0,11.0,4.0,525.0,862,1667,1,1,1,0.022587268993839837,0.008213552361396304,6.384808399596026
424515,500,335,488.0,11.0,1.0,526.0,-1,-1,1,0,1,0.022,0.002,6.380200548541362
216305,581,436,579.0,1.0,1.0,587.0,299,73,0,1,0,0.0017211703958691911,0.0017211703958691911,6.3793087034924305
82586,547,401,535.0,8.0,4.0,579.0,333,1497,0,1,0,0.014625228519195612,0.007312614259597806,6.37765333205966
62549,523,397,502.0,17.0,4.0,573.0,51,955,0,1,0,0.032504780114722756,0.0076481835564053535,6.376529969933333
442131,390,254,348.0,32.0,10.0,494.0,-1,-1,1,0,1,0.08205128205128205,0.02564102564102564,6.371224429235356
459475,491,342,463.0,21.0,7.0,561.0,1625,1141,0,1,0,0.04276985743380855,0.014256619144602852,6.367143397755198
132683,413,261,365.0,34.0,14.0,537.0,421,1424,0,1,0,0.08232445520581114,0.03389830508474576,6.3629190928494355
11279,472,332,441.0,21.0,10.0,554.0,-1,-1,0,0,0,0.04449152542372881,0.0211864406779661,6.362400317136265
342530,493,327,466.0,21.0,6.0,559.0,-1,-1,0,0,0,0.04259634888438134,0.012170385395537525,6.361405343566923
460188,521,407,503.0,14.0,4.0,565.0,1051,955,0,1,0,0.026871401151631478,0.007677543186180422,6.359707321965179
444190,338,192,282.0,45.0,11.0,472.0,858,1426,1,1,1,0.13313609467455623,0.03254437869822485,6.358207814527435
118914,502,380,483.0,10.0,9.0,558.0,1051,955,0,1,0,0.0199203187250996,0.017928286852589643,6.354037919370239
231243,556,348,549.0,7.0,0.0,570.0,29,1678,0,1,1,0.012589928057553957,0.0,6.353684173684788
180751,392,288,349.0,38.0,5.0,488.0,-1,-1,1,0,1,0.09693877551020408,0.012755102040816327,6.35358697927079
272455,464,300,448.0,11.0,5.0,506.0,-1,-1,1,0,1,0.023706896551724137,0.010775862068965518,6.3511403139360105
432152,450,282,429.0,17.0,4.0,500.0,-1,-1,1,0,1,0.03777777777777778,0.008888888888888889,6.344383878862642
304537,489,344,480.0,9.0,0.0,507.0,-1,-1,1,0,1,0.018404907975460124,0.0,6.339683901566212
316779,565,493,565.0,0.0,0.0,565.0,491,679,0,1,1,0.0,0.0,6.338594078203183
454818,452,352,418.0,25.0,9.0,538.0,-1,-1,0,0,0,0.05530973451327434,0.01991150442477876,6.337281942590414
175356,472,348,459.0,11.0,2.0,502.0,-1,-1,1,0,1,0.023305084745762712,0.00423728813559322,6.336480000608214
80435,465,310,436.0,20.0,9.0,541.0,34,1368,0,1,0,0.043010752688172046,0.01935483870967742,6.33612621649341
445749,563,472,563.0,0.0,0.0,563.0,-1,-1,0,0,1,0.0,0.0,6.335054251498059
235224,535,398,526.0,7.0,2.0,557.0,1279,1606,0,1,0,0.013084112149532711,0.003738317757009346,6.334639336213087
338660,464,301,435.0,20.0,9.0,540.0,-1,-1,0,0,0,0.04310344827586207,0.01939655172413793,6.33436755470855
206880,534,389,523.0,11.0,0.0,556.0,5,1637,0,1,0,0.020599250936329586,0.0,6.332864865395449
61303,433,292,409.0,20.0,4.0,489.0,1172,810,1,1,1,0.046189376443418015,0.009237875288683603,6.326737954615065
344723,458,304,424.0,30.0,4.0,534.0,-1,-1,0,0,0,0.06550218340611354,0.008733624454148471,6.3237514630532115
274798,485,379,461.0,21.0,3.0,539.0,-1,-1,0,0,1,0.04329896907216495,0.006185567010309278,6.319404191104712
243980,416,208,390.0,20.0,6.0,480.0,683,1606,1,1,1,0.04807692307692308,0.014423076923076924,6.314328808567299
280375,445,343,427.0,15.0,3.0,487.0,1173,805,1,1,1,0.033707865168539325,0.006741573033707865,6.313910911471124
283916,403,205,377.0,17.0,9.0,473.0,1529,805,1,1,1,0.04218362282878412,0.022332506203473945,6.304631639312943
344071,458,302,431.0,20.0,7.0,526.0,589,1308,0,1,0,0.043668122270742356,0.015283842794759825,6.3043184524714935
289103,461,323,438.0,14.0,9.0,525.0,-1,-1,0,0,1,0.03036876355748373,0.019522776572668113,6.3000083710891195
428257,407,262,383.0,16.0,8.0,471.0,1529,805,1,1,1,0.03931203931203931,0.019656019656019656,6.296291024897593
171878,368,213,315.0,42.0,11.0,496.0,1037,402,0,1,0,0.11413043478260869,0.029891304347826088,6.29554654783576
260539,540,357,540.0,0.0,0.0,540.0,124,104,0,1,0,0.0,0.0,6.293419278846481
299677,500,327,486.0,13.0,1.0,530.0,1205,580,0,1,1,0.026,0.002,6.2897620212419385
172894,422,236,388.0,24.0,10.0,510.0,-1,-1,0,0,0,0.05687203791469194,0.023696682464454975,6.288502291625505
294482,535,383,535.0,0.0,0.0,535.0,-1,-1,0,0,1,0.0,0.0,6.284134161070802
100282,402,280,364.0,26.0,12.0,502.0,-1,-1,0,0,1,0.06467661691542288,0.029850746268656716,6.282779224826107
334273,507,430,498.0,8.0,1.0,527.0,-1,-1,0,0,0,0.015779092702169626,0.0019723865877712033,6.278958216645117
228392,432,312,404.0,18.0,10.0,508.0,1349,121,0,1,0,0.041666666666666664,0.023148148148148147,6.2764294980320035
153778,455,307,433.0,15.0,7.0,513.0,-1,-1,0,0,0,0.03296703296703297,0.015384615384615385,6.274091397323297
330506,473,303,455.0,14.0,4.0,517.0,-1,-1,0,0,0,0.02959830866807611,0.008456659619450317,6.273231056212971
215715,529,421,529.0,0.0,0.0,529.0,926,852,0,1,1,0.0,0.0,6.272877006546167
446820,394,287,368.0,20.0,6.0,458.0,-1,-1,1,0,1,0.050761421319796954,0.015228426395939087,6.269659347116383
232172,400,258,363.0,26.0,11.0,496.0,1220,125,0,1,0,0.065,0.0275,6.2685900260966285
372188,384,234,345.0,25.0,14.0,490.0,928,20,0,1,0,0.06510416666666667,0.036458333333333336,6.265454544461186
254418,487,358,474.0,11.0,2.0,517.0,-1,-1,0,0,0,0.022587268993839837,0.004106776180698152,6.265375652937101
321905,461,359,439.0,20.0,2.0,509.0,-1,-1,0,0,0,0.04338394793926247,0.004338394793926247,6.260441094481928
170811,478,366,463.0,13.0,2.0,512.0,48,500,0,1,0,0.027196652719665274,0.0041841004184100415,6.258058271949012
215363,415,273,399.0,10.0,6.0,459.0,239,1515,1,1,1,0.024096385542168676,0.014457831325301205,6.257732513579526
64951,472,353,458.0,11.0,3.0,506.0,-1,-1,0,0,0,0.023305084745762712,0.006355932203389831,6.246519478167455
449571,515,454,515.0,0.0,0.0,515.0,-1,-1,0,0,0,0.0,0.0,6.246106765481563
444593,473,225,460.0,10.0,3.0,505.0,926,852,0,1,0,0.021141649048625793,0.006342494714587738,6.243449988526367
310944,348,177,315.0,22.0,11.0,436.0,1221,1426,1,1,1,0.06321839080459771,0.031609195402298854,6.243151585900188
382751,462,310,444.0,16.0,2.0,502.0,683,1606,0,1,1,0.03463203463203463,0.004329004329004329,6.2422351917447605
301721,293,214,247.0,30.0,16.0,417.0,470,520,1,1,1,0.10238907849829351,0.05460750853242321,6.2412834803063255
84310,385,288,361.0,18.0,6.0,445.0,1051,955,1,1,1,0.046753246753246755,0.015584415584415584,6.239279990981102
368060,443,358,420.0,20.0,3.0,495.0,-1,-1,0,0,0,0.045146726862302484,0.006772009029345372,6.235921299185424
255725,455,297,439.0,11.0,5.0,497.0,1279,1606,0,1,1,0.024175824175824177,0.01098901098901099,6.233677000101576
283115,393,183,374.0,12.0,7.0,445.0,858,1426,1,1,1,0.030534351145038167,0.017811704834605598,6.233397832427189
415610,360,235,328.0,26.0,6.0,436.0,-1,-1,1,0,1,0.07222222222222222,0.016666666666666666,6.232710972873368
210087,391,232,359.0,20.0,12.0,479.0,1385,1202,0,1,1,0.05115089514066496,0.030690537084398978,6.230052088556668
10572,303,184,245.0,43.0,15.0,449.0,1037,402,0,1,0,0.1419141914191419,0.04950495049504951,6.229709628968986
40870,410,21,393.0,16.0,1.0,446.0,-1,-1,1,0,1,0.03902439024390244,0.0024390243902439024,6.2245098141257635
56782,320,218,276.0,38.0,6.0,420.0,491,679,1,1,1,0.11875,0.01875,6.220757833682381
46130,411,301,381.0,25.0,5.0,481.0,1483,561,0,1,1,0.06082725060827251,0.012165450121654502,6.22052318947639
103156,426,283,417.0,7.0,2.0,448.0,-1,-1,1,0,1,0.01643192488262911,0.004694835680751174,6.21993368586432
66752,480,328,473.0,6.0,1.0,496.0,48,500,0,1,0,0.0125,0.0020833333333333333,6.216923359429962
186256,416,330,404.0,10.0,2.0,444.0,-1,-1,1,0,1,0.02403846153846154,0.004807692307692308,6.214901205243163
118551,470,321,462.0,5.0,3.0,492.0,-1,-1,0,0,0,0.010638297872340425,0.006382978723404255,6.212211301702264
392074,478,385,471.0,7.0,0.0,492.0,-1,-1,0,0,1,0.014644351464435146,0.0,6.207831349774907
227318,455,315,443.0,9.0,3.0,485.0,-1,-1,0,0,1,0.01978021978021978,0.006593406593406593,6.20269214038401
403757,493,414,493.0,0.0,0.0,493.0,-1,-1,0,0,0,0.0,0.0,6.202535517187923
198209,335,219,284.0,44.0,7.0,451.0,342,500,0,1,1,0.13134328358208955,0.020895522388059702,6.200249344011335
286731,414,240,391.0,16.0,7.0,474.0,84,1308,0,1,1,0.03864734299516908,0.016908212560386472,6.199546688092612
316472,353,202,316.0,23.0,14.0,455.0,72,620,0,1,0,0.06515580736543909,0.039660056657223795,6.1947307698543295
351481,359,245,330.0,26.0,3.0,423.0,959,1095,1,1,1,0.07242339832869081,0.008356545961002786,6.194301700357306
51354,380,213,350.0,19.0,11.0,462.0,1542,745,0,1,1,0.05,0.02894736842105263,6.191674422507287
82389,487,389,487.0,0.0,0.0,487.0,-1,-1,0,0,0,0.0,0.0,6.1903154058531475
76426,409,271,385.0,19.0,5.0,467.0,445,1308,0,1,0,0.04645476772616137,0.012224938875305624,6.183920618656033
268335,354,278,326.0,24.0,4.0,418.0,-1,-1,1,0,1,0.06779661016949153,0.011299435028248588,6.183068660035131
244571,388,291,371.0,15.0,2.0,426.0,-1,-1,1,0,1,0.03865979381443299,0.005154639175257732,6.181268549311099
260317,480,367,480.0,0.0,0.0,480.0,-1,-1,0,0,1,0.0,0.0,6.175867270105761
260650,480,383,480.0,0.0,0.0,480.0,-1,-1,0,0,0,0.0,0.0,6.175867270105761
387373,374,262,343.0,22.0,9.0,454.0,959,1095,0,1,1,0.058823529411764705,0.02406417112299465,6.1737733547798275
456005,384,306,369.0,11.0,4.0,422.0,1051,955,1,1,1,0.028645833333333332,0.010416666666666666,6.172111762379611
192875,460,348,455.0,3.0,2.0,474.0,1578,1249,0,1,1,0.006521739130434782,0.004347826086956522,6.170923499686815
190070,434,348,419.0,13.0,2.0,468.0,491,679,0,1,1,0.029953917050691243,0.004608294930875576,6.1701880219025
57788,413,327,393.0,15.0,5.0,463.0,1483,561,0,1,1,0.03631961259079903,0.012106537530266344,6.170150896051921
340375,355,230,319.0,26.0,10.0,447.0,34,1368,0,1,0,0.07323943661971831,0.028169014084507043,6.1695819648093515
385475,366,261,346.0,15.0,5.0,416.0,56,1497,1,1,1,0.040983606557377046,0.01366120218579235,6.167239227263282
414460,405,191,398.0,4.0,3.0,425.0,1599,709,1,1,1,0.009876543209876543,0.007407407407407408,6.166785025281716
328696,389,314,374.0,14.0,1.0,421.0,1051,955,1,1,1,0.03598971722365039,0.002570694087403599,6.165570866735241
340825,399,313,390.0,6.0,3.0,423.0,34,1368,1,1,1,0.015037593984962405,0.007518796992481203,6.164771049216919
200425,436,275,424.0,9.0,3.0,466.0,1205,580,0,1,1,0.020642201834862386,0.006880733944954129,6.163531092531283
115323,470,412,469.0,1.0,0.0,472.0,1325,1684,0,1,1,0.002127659574468085,0.0,6.1601592182791665
